id,source_ref,path,action,target,work_package,stop_new_use,delete_when,change_detail,acceptance,verification
OLD-119,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/builder_backend.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-120,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/events.py,EXTRACT_THEN_DELETE,src/deck_master/tasks.py,WP01,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,只保留必要任务记录字段；事件不成为重放全部项目的另一权威,AC-S03,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-121,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/final_approval.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-122,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/final_readiness.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-123,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/import_log.py,EXTRACT_THEN_DELETE,src/deck_master/legacy.py,WP04,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,导入来源、版本、未验证限制记录；不保留并行日志审批,AC-L02,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-124,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/library_status.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-125,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/next_step.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-126,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/orchestration.py,EXTRACT_THEN_DELETE,src/deck_master/store.py;src/deck_master/content.py;src/deck_master/legacy.py,WP01,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取整稿接收/页增删重排/恢复行为；用写前验证和原子指针替换全目录备份,AC-S01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-127,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/rc_gate.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-128,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/render.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-129,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/render_handoff.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-130,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/run_state.py,EXTRACT_THEN_DELETE,src/deck_master/store.py,WP01,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,只提取安全文件读写思想；不复制旧状态文件序列,AC-S02,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-131,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/run_state_resolver.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-132,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/schema.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-133,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/setup_status.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-134,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/skill_route.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-135,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/sourcing_import.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-136,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/tool_registry.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-137,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/workspace_binding.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-138,2a866cf138f6359f853db35e0a926ad79391b691,scripts/runtime/workspace_resolver.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-139,2a866cf138f6359f853db35e0a926ad79391b691,scripts/skills/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-140,2a866cf138f6359f853db35e0a926ad79391b691,scripts/skills/installer.py,EXTRACT_THEN_DELETE,src/deck_master/install.py,WP04,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,提取释放树/启动器/回滚行为；不继承15Skill齐备/PPTMaster就绪,AC-I03,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-141,2a866cf138f6359f853db35e0a926ad79391b691,scripts/skills/manifest.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-142,2a866cf138f6359f853db35e0a926ad79391b691,scripts/skills/validator.py,EXTRACT_THEN_DELETE,src/deck_master/doctor.py,WP04,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,只检查本包资源/入口；不检查旧阶段合同齐备,AC-I02,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-143,2a866cf138f6359f853db35e0a926ad79391b691,scripts/sourcing/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-144,2a866cf138f6359f853db35e0a926ad79391b691,scripts/sourcing/plan.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-145,2a866cf138f6359f853db35e0a926ad79391b691,scripts/sourcing/reader.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-146,2a866cf138f6359f853db35e0a926ad79391b691,scripts/team/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-147,2a866cf138f6359f853db35e0a926ad79391b691,scripts/team/approval.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-148,2a866cf138f6359f853db35e0a926ad79391b691,scripts/team/dashboard.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-149,2a866cf138f6359f853db35e0a926ad79391b691,scripts/team/identity.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-150,2a866cf138f6359f853db35e0a926ad79391b691,scripts/team/opportunity.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-151,2a866cf138f6359f853db35e0a926ad79391b691,scripts/team/solution_package.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-152,2a866cf138f6359f853db35e0a926ad79391b691,scripts/tools/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-153,2a866cf138f6359f853db35e0a926ad79391b691,scripts/tools/deck_pro_max_client.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-154,2a866cf138f6359f853db35e0a926ad79391b691,scripts/tools/ppt_library_client.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-155,2a866cf138f6359f853db35e0a926ad79391b691,scripts/uat/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-156,2a866cf138f6359f853db35e0a926ad79391b691,scripts/uat/generation_tool.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-157,2a866cf138f6359f853db35e0a926ad79391b691,scripts/uat/ppt_library.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-158,2a866cf138f6359f853db35e0a926ad79391b691,scripts/uat/real_workflow_smoke.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-159,2a866cf138f6359f853db35e0a926ad79391b691,scripts/uat/render_tool.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-160,2a866cf138f6359f853db35e0a926ad79391b691,scripts/uat/report.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-161,2a866cf138f6359f853db35e0a926ad79391b691,scripts/validators/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-162,2a866cf138f6359f853db35e0a926ad79391b691,scripts/validators/companion_tools.py,EXTRACT_THEN_DELETE,src/deck_master/legacy.py,WP04,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,只提取明确旧JSON的只读校验，不重新认证外部后端,AC-L01,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-163,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-164,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/approval.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-165,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/autopilot.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-166,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/decisions.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-167,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/fingerprint.py,EXTRACT_THEN_DELETE,src/deck_master/store.py,WP01,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,选择性提取哈希计算；分别计算正文、视觉、编译和审阅依赖,AC-S04,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-168,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/handoff.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-169,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/migration.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-170,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/policy.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-171,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/questions.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-172,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/stage_checks.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-173,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/state.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-174,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workflow/validator.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-175,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workspace/__init__.py,DELETE_AFTER_CUTOVER,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,旧包退出；新包不import旧命名空间；无对应业务行为需要迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-176,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workspace/foundation.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
OLD-177,2a866cf138f6359f853db35e0a926ad79391b691,scripts/workspace/project_init.py,RETIRE_THEN_DELETE,—,WP05,WP04默认入口切换（先在新包内禁入）,WP05：替代行为/安装/legacy导入通过，静态与运行引用均为零；保留Git历史,默认主线与发行包不继承；必要历史行为在固定旧Git引用中保留，相关有效测试先按矩阵迁移,AC-L05,T24 已退役:2026-09-22 引用扫描 living 面零残留(inventory/reference-scan.md);行为替代见 tests/rebuild;Git 历史保留
